span1,span2,sentence,answer
alto saxophone,flugelhorn,The sound of alto saxophone is [MASK] than the sound of flugelhorn,lower
alto saxophone,bass wagner tuba,The sound of alto saxophone is [MASK] than the sound of bass wagner tuba,higher
alto saxophone,piccolo trumpet,The sound of alto saxophone is [MASK] than the sound of piccolo trumpet,lower
alto saxophone,timpani 32inch,The sound of alto saxophone is [MASK] than the sound of timpani 32inch,higher
alto saxophone,timpani 29inch,The sound of alto saxophone is [MASK] than the sound of timpani 29inch,higher
alto saxophone,timpani 26inch,The sound of alto saxophone is [MASK] than the sound of timpani 26inch,higher
alto saxophone,timpani 23inch,The sound of alto saxophone is [MASK] than the sound of timpani 23inch,higher
alto saxophone,timpani 20inch,The sound of alto saxophone is [MASK] than the sound of timpani 20inch,higher
alto saxophone,marimba,The sound of alto saxophone is [MASK] than the sound of marimba,lower
alto saxophone,xylophone,The sound of alto saxophone is [MASK] than the sound of xylophone,lower
alto saxophone,celesta,The sound of alto saxophone is [MASK] than the sound of celesta,lower
alto saxophone,glockenspiel,The sound of alto saxophone is [MASK] than the sound of glockenspiel,lower
alto saxophone,crotales,The sound of alto saxophone is [MASK] than the sound of crotales,lower
soprano saxophone,sopranino saxophone,The sound of soprano saxophone is [MASK] than the sound of sopranino saxophone,lower
soprano saxophone,sopranissimo saxophone,The sound of soprano saxophone is [MASK] than the sound of sopranissimo saxophone,lower
soprano saxophone,harmonium,The sound of soprano saxophone is [MASK] than the sound of harmonium,lower
soprano saxophone,accordion,The sound of soprano saxophone is [MASK] than the sound of accordion,lower
soprano saxophone,16-hole harmonica,The sound of soprano saxophone is [MASK] than the sound of 16-hole harmonica,lower
soprano saxophone,typical C harmonica,The sound of soprano saxophone is [MASK] than the sound of typical C harmonica,lower
soprano saxophone,hyperbass flute,The sound of soprano saxophone is [MASK] than the sound of hyperbass flute,higher
soprano saxophone,double contrabass flute,The sound of soprano saxophone is [MASK] than the sound of double contrabass flute,higher
soprano saxophone,subcontrabass flute,The sound of soprano saxophone is [MASK] than the sound of subcontrabass flute,higher
soprano saxophone,contrabass flute,The sound of soprano saxophone is [MASK] than the sound of contrabass flute,higher
soprano saxophone,flute,The sound of soprano saxophone is [MASK] than the sound of flute,lower
soprano saxophone,piccolo,The sound of soprano saxophone is [MASK] than the sound of piccolo,lower
soprano saxophone,sub-contrabass recorder,The sound of soprano saxophone is [MASK] than the sound of sub-contrabass recorder,higher
soprano saxophone,sub-great bass recorder,The sound of soprano saxophone is [MASK] than the sound of sub-great bass recorder,higher
soprano saxophone,contrabass recorder,The sound of soprano saxophone is [MASK] than the sound of contrabass recorder,higher
soprano saxophone,alto recorder,The sound of soprano saxophone is [MASK] than the sound of alto recorder,lower
soprano saxophone,soprano recorder,The sound of soprano saxophone is [MASK] than the sound of soprano recorder,lower
soprano saxophone,sopranino recorder,The sound of soprano saxophone is [MASK] than the sound of sopranino recorder,lower
soprano saxophone,garklein recorder,The sound of soprano saxophone is [MASK] than the sound of garklein recorder,lower
soprano saxophone,subcontrabass tuba,The sound of soprano saxophone is [MASK] than the sound of subcontrabass tuba,higher
soprano saxophone,contrabass tuba,The sound of soprano saxophone is [MASK] than the sound of contrabass tuba,higher
soprano saxophone,bass tuba,The sound of soprano saxophone is [MASK] than the sound of bass tuba,higher
soprano saxophone,contrabass trombone,The sound of soprano saxophone is [MASK] than the sound of contrabass trombone,higher
soprano saxophone,bass trombone,The sound of soprano saxophone is [MASK] than the sound of bass trombone,higher
soprano saxophone,sopranino trombone,The sound of soprano saxophone is [MASK] than the sound of sopranino trombone,lower
soprano saxophone,piccolo trombone,The sound of soprano saxophone is [MASK] than the sound of piccolo trombone,lower
soprano saxophone,cimbasso,The sound of soprano saxophone is [MASK] than the sound of cimbasso,higher
soprano saxophone,bass wagner tuba,The sound of soprano saxophone is [MASK] than the sound of bass wagner tuba,higher
soprano saxophone,piccolo trumpet,The sound of soprano saxophone is [MASK] than the sound of piccolo trumpet,lower
soprano saxophone,timpani 32inch,The sound of soprano saxophone is [MASK] than the sound of timpani 32inch,higher
soprano saxophone,timpani 29inch,The sound of soprano saxophone is [MASK] than the sound of timpani 29inch,higher
soprano saxophone,timpani 26inch,The sound of soprano saxophone is [MASK] than the sound of timpani 26inch,higher
soprano saxophone,timpani 23inch,The sound of soprano saxophone is [MASK] than the sound of timpani 23inch,higher
soprano saxophone,timpani 20inch,The sound of soprano saxophone is [MASK] than the sound of timpani 20inch,higher
soprano saxophone,marimba,The sound of soprano saxophone is [MASK] than the sound of marimba,lower
soprano saxophone,xylophone,The sound of soprano saxophone is [MASK] than the sound of xylophone,lower
soprano saxophone,celesta,The sound of soprano saxophone is [MASK] than the sound of celesta,lower
soprano saxophone,glockenspiel,The sound of soprano saxophone is [MASK] than the sound of glockenspiel,lower
soprano saxophone,crotales,The sound of soprano saxophone is [MASK] than the sound of crotales,lower
sopranino saxophone,hyperbass flute,The sound of sopranino saxophone is [MASK] than the sound of hyperbass flute,higher
sopranino saxophone,double contrabass flute,The sound of sopranino saxophone is [MASK] than the sound of double contrabass flute,higher
sopranino saxophone,subcontrabass flute,The sound of sopranino saxophone is [MASK] than the sound of subcontrabass flute,higher
sopranino saxophone,contrabass flute,The sound of sopranino saxophone is [MASK] than the sound of contrabass flute,higher
sopranino saxophone,contra-alto flute,The sound of sopranino saxophone is [MASK] than the sound of contra-alto flute,higher
sopranino saxophone,piccolo,The sound of sopranino saxophone is [MASK] than the sound of piccolo,lower
sopranino saxophone,sub-contrabass recorder,The sound of sopranino saxophone is [MASK] than the sound of sub-contrabass recorder,higher
sopranino saxophone,sub-great bass recorder,The sound of sopranino saxophone is [MASK] than the sound of sub-great bass recorder,higher
sopranino saxophone,contrabass recorder,The sound of sopranino saxophone is [MASK] than the sound of contrabass recorder,higher
sopranino saxophone,great bass recorder,The sound of sopranino saxophone is [MASK] than the sound of great bass recorder,higher
sopranino saxophone,bass recorder,The sound of sopranino saxophone is [MASK] than the sound of bass recorder,higher
sopranino saxophone,sopranino recorder,The sound of sopranino saxophone is [MASK] than the sound of sopranino recorder,lower
sopranino saxophone,garklein recorder,The sound of sopranino saxophone is [MASK] than the sound of garklein recorder,lower
sopranino saxophone,subcontrabass tuba,The sound of sopranino saxophone is [MASK] than the sound of subcontrabass tuba,higher
sopranino saxophone,contrabass tuba,The sound of sopranino saxophone is [MASK] than the sound of contrabass tuba,higher
sopranino saxophone,bass tuba,The sound of sopranino saxophone is [MASK] than the sound of bass tuba,higher
sopranino saxophone,euphonium,The sound of sopranino saxophone is [MASK] than the sound of euphonium,higher
sopranino saxophone,contrabass trombone,The sound of sopranino saxophone is [MASK] than the sound of contrabass trombone,higher
sopranino saxophone,bass trombone,The sound of sopranino saxophone is [MASK] than the sound of bass trombone,higher
sopranino saxophone,tenor trombone,The sound of sopranino saxophone is [MASK] than the sound of tenor trombone,higher
sopranino saxophone,alto trombone,The sound of sopranino saxophone is [MASK] than the sound of alto trombone,higher
sopranino saxophone,cimbasso,The sound of sopranino saxophone is [MASK] than the sound of cimbasso,higher
sopranino saxophone,french horn,The sound of sopranino saxophone is [MASK] than the sound of french horn,higher
sopranino saxophone,baritone horn,The sound of sopranino saxophone is [MASK] than the sound of baritone horn,higher
sopranino saxophone,alto horn,The sound of sopranino saxophone is [MASK] than the sound of alto horn,higher
sopranino saxophone,bass wagner tuba,The sound of sopranino saxophone is [MASK] than the sound of bass wagner tuba,higher
sopranino saxophone,tenor wagner tuba,The sound of sopranino saxophone is [MASK] than the sound of tenor wagner tuba,higher
sopranino saxophone,bass trumpet,The sound of sopranino saxophone is [MASK] than the sound of bass trumpet,higher
sopranino saxophone,timpani 32inch,The sound of sopranino saxophone is [MASK] than the sound of timpani 32inch,higher
sopranino saxophone,timpani 29inch,The sound of sopranino saxophone is [MASK] than the sound of timpani 29inch,higher
sopranino saxophone,timpani 26inch,The sound of sopranino saxophone is [MASK] than the sound of timpani 26inch,higher
sopranino saxophone,timpani 23inch,The sound of sopranino saxophone is [MASK] than the sound of timpani 23inch,higher
sopranino saxophone,timpani 20inch,The sound of sopranino saxophone is [MASK] than the sound of timpani 20inch,higher
sopranino saxophone,xylophone,The sound of sopranino saxophone is [MASK] than the sound of xylophone,lower
sopranino saxophone,celesta,The sound of sopranino saxophone is [MASK] than the sound of celesta,lower
sopranino saxophone,glockenspiel,The sound of sopranino saxophone is [MASK] than the sound of glockenspiel,lower
sopranino saxophone,crotales,The sound of sopranino saxophone is [MASK] than the sound of crotales,lower
sopranino saxophone,tubular bells,The sound of sopranino saxophone is [MASK] than the sound of tubular bells,higher
sopranino saxophone,gong,The sound of sopranino saxophone is [MASK] than the sound of gong,higher
sopranissimo saxophone,hyperbass flute,The sound of sopranissimo saxophone is [MASK] than the sound of hyperbass flute,higher
sopranissimo saxophone,double contrabass flute,The sound of sopranissimo saxophone is [MASK] than the sound of double contrabass flute,higher
sopranissimo saxophone,subcontrabass flute,The sound of sopranissimo saxophone is [MASK] than the sound of subcontrabass flute,higher
sopranissimo saxophone,contrabass flute,The sound of sopranissimo saxophone is [MASK] than the sound of contrabass flute,higher
sopranissimo saxophone,contra-alto flute,The sound of sopranissimo saxophone is [MASK] than the sound of contra-alto flute,higher
sopranissimo saxophone,bass flute,The sound of sopranissimo saxophone is [MASK] than the sound of bass flute,higher
sopranissimo saxophone,piccolo,The sound of sopranissimo saxophone is [MASK] than the sound of piccolo,lower
sopranissimo saxophone,sub-contrabass recorder,The sound of sopranissimo saxophone is [MASK] than the sound of sub-contrabass recorder,higher
sopranissimo saxophone,sub-great bass recorder,The sound of sopranissimo saxophone is [MASK] than the sound of sub-great bass recorder,higher
sopranissimo saxophone,contrabass recorder,The sound of sopranissimo saxophone is [MASK] than the sound of contrabass recorder,higher
sopranissimo saxophone,great bass recorder,The sound of sopranissimo saxophone is [MASK] than the sound of great bass recorder,higher
